_id/$oid,ID,OrgStructureName,Code,CodeBranch,AddressDetail,Phone,TypeID,ParentID,BranchID,OrderNumber,Status,DecisionNo,OrgStructureTypeID,TypeDurationID,SortID,CompanyID,OrgUnitID
5f0578fedc89b71bdcd066de,aa71ceaa-df98-4802-a94f-fa1fd9d1bee1,Xưởng In - Thêu,830000,,,,,1c07bee3-67e2-47b1-be5a-7080c08ac31d,,2125,E_APPROVED,PPJ,df6ce13e-7ac8-4770-8f63-1356e84391a4,,2027,9b223e4b-2cd8-40eb-b774-36ba42e24bad,48310b75-48c4-4db8-be51-ba06ed852e67
5f0578fedc89b71bdcd066df,e6b498f6-e1be-4958-8792-fa2d2d0f706d,"Bộ phận gấp xếp, bắn nhãn, đóng gói",551304,55,,,271212e8-91f8-4d63-91b8-14df7020e6b9,7687eb3f-0fbf-4a7a-83b4-a384b4ab44f6,c1dc4161-9504-486d-8c8c-f023ef6c606d,1078,E_APPROVED,PPJ,a5a783d6-f308-40e7-b7d8-48253d97b32a,,864,66975682-b725-46e4-ae24-202cc09000fc,
5f0578fedc89b71bdcd066e0,c23b24aa-ab66-44ca-8d8f-fa30e36469ff,Chuyền may,311000,31,,,5a113616-3a42-445c-9142-981362ab5420,958f0f6a-7b71-4183-a4bc-0504a6ce270c,958f0f6a-7b71-4183-a4bc-0504a6ce270c,323,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,865,66975682-b725-46e4-ae24-202cc09000fc,8136ba40-6c6e-4531-a7cb-1ff7c18d4b17
5f0578fedc89b71bdcd066e1,ae885baf-8d4e-4517-a0a0-fdb8a803df89,Chuyền 8,P04790,P01,,,,88ea1b3c-f341-4911-864e-2b1fe0269460,,918,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,1046,d41f6b0e-3d5f-45ac-8146-e421e04794fe,376eca72-339a-4d4c-bcee-f257d13fa3b5
5f0578fedc89b71bdcd066e2,9edede76-e779-41b1-8be6-fdd82e653610,Chuyền 4,311004,31,,,271212e8-91f8-4d63-91b8-14df7020e6b9,c23b24aa-ab66-44ca-8d8f-fa30e36469ff,958f0f6a-7b71-4183-a4bc-0504a6ce270c,327,E_APPROVED,PPJ,a5a783d6-f308-40e7-b7d8-48253d97b32a,,879,66975682-b725-46e4-ae24-202cc09000fc,2b31263c-d181-47f2-9a6f-23c72220ddb8
5f0578fedc89b71bdcd066e3,d9926420-bab0-4a18-b803-fde5fc2a3764,Bộ phận sửa hàng,311302,31,,,271212e8-91f8-4d63-91b8-14df7020e6b9,53af1202-023a-404d-a05f-8d8da687e488,958f0f6a-7b71-4183-a4bc-0504a6ce270c,328,E_APPROVED,PPJ,a5a783d6-f308-40e7-b7d8-48253d97b32a,,880,66975682-b725-46e4-ae24-202cc09000fc,93278334-290b-4eb2-be29-3aaaadc9cf24
5f0578fedc89b71bdcd066e4,a6fcec08-a6fd-4677-8f4e-fdf8b5569dfd,Phòng Hành chính - Nhân sự,292000,,,,,5d011c8a-cd46-4933-bdf7-4754bf4cadc4,,2208,E_APPROVED,PPJ,3511c23f-2934-4a19-b08f-76c65fdcc21b,,2110,e831b45a-77d9-4d26-8212-78d89ed5a20d,f185ce10-b378-4ab8-b2df-72f4dd6bbd6a
5f0578fedc89b71bdcd066e5,faad5b39-4469-47c9-b259-fe055958ed90,Bảo vệ,821001,,,,,4b0467cc-ac6d-457b-b408-e01cd46f7029,,2083,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,1985,9b223e4b-2cd8-40eb-b774-36ba42e24bad,a25f2a40-ce32-45d2-9edb-50f9fda81373
5f0578fedc89b71bdcd066e6,297e8074-92a2-44c8-a1f2-fe13c5cd11e3,BP. HCNS - Kế Toán,632002,,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,,281b5367-4a9c-4569-89e0-54714a7f82c1,,1263,E_APPROVED,PPJ,a5a783d6-f308-40e7-b7d8-48253d97b32a,,1171,2d6506e5-83a7-4876-99eb-8e3258ee7243,78025c5b-d19b-4094-9995-937d8c65039b
5f0578fedc89b71bdcd066e7,57420fdd-385b-4a36-aa40-fe185715f8da,Xuất hàng,802020,,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,02343898417,,a218c642-4c0b-4868-bbe8-b20eb7de1f04,,1654,E_APPROVED,PPJ,7e7803c5-f795-441d-88f4-cbf7984bd5e0,,1555,9b223e4b-2cd8-40eb-b774-36ba42e24bad,29ad3923-18ae-450a-aaab-1cd77c220b2b
